CRICKET O -8.67251828825213
- O -13.873617328135193
LEICESTERSHIRE O -16.198591220184788
TAKE O -18.523565112234383
OVER O -20.848539004283978
AT O -28.174586079374997
TOP O -30.499559971424592
AFTER O -40.13585501225523
INNINGS O -42.46082890430482
VICTORY O -44.78580279635441
. O -48.08296028070761

LONDON I-LOC -6.673647192389261
1996-08-30 O -16.674703391247146

West I-MISC -9.809426955934672
Indian I-MISC -16.332531147236224
all-rounder O -18.970872373889343
Phil I-PER -29.613199638426853
Simmons I-PER -30.6874031009209
took O -38.49532554350586
four O -46.31876256225262
for O -51.271502888174176
38 O -60.582375528570175
on O -65.16487754919193
Friday O -72.16762491621827
as O -77.96861186920162
Leicestershire I-ORG -89.19180472599096
beat O -95.99410661601429
Somerset I-ORG -105.22674067298863
by O -111.26949292787637
an O -117.52992537826816
innings O -125.41368166302402
and O -129.6814876736887
39 O -139.24367474236564
runs O -147.3844761301114
in O -151.4571353280291
two O -157.80330780411884
days O -165.70048710920685
to O -169.7755089780405
take O -177.5947267416588
over O -184.19385231907128
at O -189.55991213121615
the O -192.87640780305716
head O -201.339982583066
of O -205.34782674940607
the O -208.66432242124708
county O -218.4676715467409
championship O -226.818768343323
. O -230.11592582767622

Their O -10.387316716344056
stay O -19.71796657418384
on O -24.300468594805597
top O -32.55046927451634
, O -35.85951458076881
though O -45.421701649445716
, O -48.73074695569819
may O -57.10334995750126
be O -63.041196093201805
short-lived O -65.36616998525139
as O -71.16715693823474
title O -80.07256447052258
rivals O -90.19436732713491
Essex I-ORG -100.90673456015826
, O -104.63096788996695
Derbyshire I-ORG -107.58053445263829
and O -112.26352848685919
Surrey I-ORG -120.95716604310083
all O -128.7215682010296
closed O -137.42632202109434
in O -141.49898121901202
on O -146.0814832396338
victory O -154.03423239587661
while O -161.71368821711977
Kent I-ORG -173.05466410956546
made O -181.01713618125635
up O -187.75668664933107
for O -192.70942697525265
lost O -200.28569856026056
time O -207.51712965897673
in O -211.58978885689442
their O -217.94459448012887
rain-affected O -220.26956837217847
match O -227.6833210276886
against O -234.4207336209552
Nottinghamshire I-ORG -245.64392647774451
. O -249.35627198565396

After O -9.365665468812075
bowling I-ORG -13.533309145457114
Somerset I-ORG -21.669517824558437
out O -28.47120741376181
for O -33.71164679537418
83 O -43.96698104461103
on O -48.549483065232785
the O -51.86597873707377
opening O -60.63323593088079
morning O -69.09681071088959
at O -74.46287052303445
Grace O -76.78784441508404
Road O -79.11281830713364
, O -82.42186361338611
Leicestershire I-ORG -93.64505647017545
extended O -104.46972942279578
their O -111.11223410172103
first O -117.35247316038992
innings O -125.23622944514578
by O -130.86379367647731
94 O -133.1887675685269
runs O -141.32956895627268
before O -148.5268670486194
being O -156.27376415065808
bowled O -166.86557063651617
out O -173.39349176763685
for O -178.34623209355843
296 O -180.67120598560803
with O -186.13904849206284
England I-LOC -194.24977725333915
discard O -196.60513574328147
Andy I-PER -207.4014476350675
Caddick I-PER -208.47565109756158
taking O -216.70228387500472
three O -223.98458992049018
for O -228.93733024641176
83 O -239.19266449564861
. O -242.48982198000184

Trailing I-ORG -2.7253175835042245
by O -8.660349583651442
213 I-ORG -11.609916146322771
, O -15.334149476131472
Somerset I-ORG -24.5667835331058
got O -33.81592012496772
a O -38.30049801397112
solid O -40.625471906020714
start O -48.894890671588556
to O -52.96991254042219
their O -59.324718163656634
second O -66.15068415426464
innings O -74.0344404390205
before O -81.23173853136721
Simmons O -83.5567124234168
stepped O -93.56073224437274
in O -97.63339144229042
to O -101.70841331112406
bundle O -104.03338720317365
them O -111.60965878818155
out O -118.13757991930223
for O -123.09032024522378
174 O -125.41529413727338
. O -128.71245162162657

Essex I-ORG -8.246245025760327
, O -11.862758100828499
however O -21.95380628201311
, O -25.262851588265587
look O -34.825038656942496
certain O -44.72369796224062
to O -48.79871983107426
regain O -51.12369372312385
their O -57.47849934635829
top O -65.72850002606903
spot O -75.09653108030498
after O -81.14291738458073
Nasser I-PER -85.60431417653031
Hussain I-PER -93.37024683446114
and O -97.57546422970493
Peter I-PER -105.92211729480604
Such I-PER -106.9963207573001
gave O -115.10962484943623
them O -123.07026298969649
a O -127.26714182300908
firm O -136.3328920053721
grip O -138.6578658974217
on O -143.24036791804346
their O -149.59517354127792
match O -157.00892619678805
against O -163.74633879005464
Yorkshire I-ORG -174.60180686671865
at O -180.38305470241974
Headingley I-LOC -190.94140951255733
. O -194.26895159480327

Hussain I-PER -9.713927628454853
, O -13.643427212110057
considered O -23.831142892856214
surplus O -33.63449201835002
to O -37.709513887183654
England I-LOC -45.82024264845996
's O -50.74132148611042
one-day O -60.45356528310245
requirements O -62.77853917515204
, O -66.08758448140452
struck O -75.0307323416752
158 O -77.35570623372479
, O -80.66475153997726
his O -86.57813737810764
first O -92.81837643677653
championship O -101.16947323335864
century O -111.29127608997098
of O -115.29912025631104
the O -118.61561592815202
season O -126.42241117177176
, O -129.73145647802423
as O -135.53244343100758
Essex I-ORG -146.24481066403092
reached O -155.60314654785785
372 O -158.21581949559825
and O -162.48362550626294
took O -170.3541365642688
a O -174.5510153975814
first O -180.79125445625033
innings O -188.6750107410062
lead O -196.55876702576205
of O -200.56661119210213
82 O -210.20290623293278
